text,label
"Добрый день! Представляю крупную сеть кофеен, у нас более 30 точек по всей стране. Мы ищем партнёров для запуска совместной программы лояльности: наши клиенты получают бонусы при использовании ваших услуг и наоборот. Это позволило бы обменяться аудиторией и увеличить охваты для обеих сторон. Если концепция вас заинтересует, мы готовы организовать встречу с нашим маркетинговым директором для детального обсуждения условий партнёрства.",Сотрудничество_и_реклама
"Добрый день! Мы производим программное обеспечение для управления проектами. Хотим запустить реферальную программу и ищем партнёров, которые могут рекомендовать наш продукт своей аудитории. Условия очень привлекательные — до 30% с каждой продажи.",Сотрудничество_и_реклама
"Настоящим уведомляю вас о технической проблеме, возникшей при использовании игровой платформы. После планового обновления системы мой персонаж был сброшен до начального уровня, весь накопленный прогресс утерян. Прошу восстановить состояние аккаунта на момент до обновления.",Гейминг_и_донат
"Купила детскую смесь вашего бренда. Вскрыла — внутри комки, хотя срок годности нормальный. Это признак нарушения хранения.",Качество_товара_или_услуги
Здравствуйте! Представляю центр дополнительного образования для взрослых. Мы предлагаем курсы по профессиональной переподготовке. Хотим запустить рекламу перед осенним набором. Какие форматы вы рекомендуете для образовательных учреждений?,Сотрудничество_и_реклама
"Купил блендер, он перестал работать уже через два дня использования. Явный производственный дефект.",Качество_товара_или_услуги
"Привет! Мы производим аксессуары для смартфонов и ноутбуков. Есть интересный ассортимент, хотим рассказать о себе технически грамотной аудитории. Как быстро можно запустить рекламу и каков минимальный бюджет для теста?",Сотрудничество_и_реклама
"Я молодой айтишник, 26 лет, зарабатываю нормально и хочу начать серьёзно инвестировать. Читал про разные стратегии — пассивное инвестирование в индексные фонды, дивидендные акции, облигации. У вас есть что-то вроде готовых портфелей под разные профили риска? Или мне лучше самому собирать через брокерский счёт? Насколько у вас удобная торговая платформа для активных инвесторов?",Вклады_и_инвестиции
БАНК СПИСАЛ ДЕНЬГИ ДВАЖДЫ ЗА ИПОТЕКУ ВЕРНИТЕ НЕМЕДЛЕННО,Кредиты_и_ипотеки
"Дорогая поддержка, пишу уже третий тикет по одному и тому же вопросу. Суть: при покупке внутриигровой валюты через мобильное приложение деньги списываются, но монеты не приходят. Первый раз было на 199 рублей, второй раз на 399. Суммарно потерял почти 600 рублей. Предыдущие тикеты закрыли без объяснений. Прошу отнестись к моей проблеме серьёзно, вернуть средства и объяснить причину сбоев.",Гейминг_и_донат
Мы небольшое digital-агентство и хотим предложить вам аутсорсинг рекламных кампаний. Готовы к переговорам.,Сотрудничество_и_реклама
как открыть брокерский счёт онлайн,Вклады_и_инвестиции
условия потребительского кредита,Кредиты_и_ипотеки
Хочу взять ипотеку на готовый дом с участком — это сложнее чем на квартиру?,Кредиты_и_ипотеки
"Брак, верните деньги",Качество_товара_или_услуги
"Мне пришло письмо о передаче долга коллекторам, хотя я исправно плачу каждый месяц, как такое вышло?",Кредиты_и_ипотеки
Мой заказ пришёл с отсутствующей деталью в комплекте. При этом на коробке написано «проверено ОТК». Как такое возможно?,Качество_товара_или_услуги
"Слышал про новый тип ИИС-3, который ввели с 2024 года. Чем он отличается от старых ИИС-1 и ИИС-2? Какой минимальный срок и можно ли получить льготы раньше? У меня уже есть старый ИИС — нужно ли его переводить или можно открыть второй?",Вклады_и_инвестиции
"Заказал монтаж видеонаблюдения, но несколько камер смотрят в стену из-за неправильного угла установки. Переделайте работу.",Качество_товара_или_услуги
"Привет, мы агентство performance-маркетинга и ищем новые площадки для клиентов. Пришлите, пожалуйста, контакты отдела рекламы.",Сотрудничество_и_реклама
Здравствуйте. Представляю агентство по организации корпоративных мероприятий. Хотим разместить у вас рекламу перед сезоном корпоративов. Нас интересует охват HR-специалистов и руководителей компаний. Есть ли у вас возможность таргетировать рекламу на определённые профессиональные аудитории?,Сотрудничество_и_реклама
Реклама в рассылке возможна?,Сотрудничество_и_реклама
"Достал уже этот ваш товар — третий раз одна и та же проблема. Покупаю, использую пару дней, и снова то же самое!",Качество_товара_или_услуги
"Привет! Делаем авторские украшения из серебра. Хотим красиво рассказать о своём производстве и людях, которые стоят за каждым изделием. Ищем площадку для публикации нашей истории. Возможно нативное размещение или спонсированный пост?",Сотрудничество_и_реклама
"ставка по моему вкладу изменилась после пролонгации, почему?",Вклады_и_инвестиции
Интересует медиапартнёрство,Сотрудничество_и_реклама
"Здравствуйте! Я играю в вашу игру уже больше трёх лет, никогда раньше не обращался в поддержку. Но сейчас возникла серьёзная ситуация: после последнего обновления приложения на iPhone мой аккаунт отвязался от Apple ID. Теперь я не могу войти, потому что система просит подтверждение через Apple, а при входе через Apple создаётся новый пустой аккаунт. Мои старые данные со всеми покупками недоступны. Очень прошу помочь восстановить привязку к существующему аккаунту.",Гейминг_и_донат
"Хочу пожаловаться на агрессивную монетизацию в игре. За последние полгода цены выросли втрое, а игровой контент остался прежним. Это возмутительно.",Гейминг_и_донат
"Принтер выдаёт ошибку каждый раз, когда пытаюсь распечатать документ двусторонней печатью. Купил для офиса — это критично.",Качество_товара_или_услуги
"Здравствуйте, хочу уточнить условия вашего накопительного счёта «Максимум». На сайте написано 13% годовых, но мелким шрифтом указаны какие-то условия. Расшифруйте пожалуйста: эта ставка на весь срок или только на первые 3 месяца? Нужно ли для неё выполнять какие-то условия по тратам с карты или по сумме остатка? Хочу понять реальную доходность, а не рекламную цифру.",Вклады_и_инвестиции
можете прислать реквизиты для пополнения моего инвестиционного счёта?,Вклады_и_инвестиции
"Привет! Я коуч по карьере и личному развитию. Хочу увеличить свой охват и найти новых клиентов. Думаю о рекламе, но также открыт к идее написания экспертных колонок для вашего ресурса. Возможно ли сотрудничество в таком формате?",Сотрудничество_и_реклама
как рассчитать доходность вклада с капитализацией процентов?,Вклады_и_инвестиции
Не могу скачать обновление игры. Процесс доходит до 98% и зависает намертво. Приходится принудительно закрывать клиент.,Гейминг_и_донат
доверительное управление активами,Вклады_и_инвестиции
одобрят ли кредит,Кредиты_и_ипотеки
"Ситуация непростая. Мы с супругой взяли ипотеку пять лет назад. В прошлом году она скончалась. Ипотека была оформлена на неё как на основного заёмщика, я — созаёмщик. Страховка была оформлена только на супругу. Как теперь правильно переоформить кредит? Должна ли страховая компания погасить долг?",Кредиты_и_ипотеки
"Приветствую. Я зарегистрировал самозанятость полгода назад, откладываю часть доходов. Хочу открыть ИИС, но читал, что для вычета типа А нужен официальный доход, облагаемый НДФЛ 13%. Самозанятые платят 4-6%, а не 13%. Это значит, что мне не подойдёт тип А? Стоит ли тогда открывать ИИС с типом Б или лучше просто обычный брокерский счёт?",Вклады_и_инвестиции
"хочу открыть вклад под хорошую ставку, что сейчас предлагаете?",Вклады_и_инвестиции
не могу найти где смотреть доходность по своему вкладу в приложении пжлст помогите,Вклады_и_инвестиции
структурный продукт условия,Вклады_и_инвестиции
"Приобрёл электроинструмент. Дрель не держит скорость при нагрузке, обороты падают до нуля. Это некомпетентная сборка.",Качество_товара_или_услуги
"Не получаю награды за просмотр рекламных роликов внутри игры. Смотрю полностью, жду до конца, а кристаллы не начисляются.",Гейминг_и_донат
"Добрый день! Мы производим профессиональную косметику для мастеров красоты. Хотим запустить рекламную кампанию, направленную на парикмахеров, мастеров маникюра и визажистов. Есть ли у вас площадки или партнёры, ориентированные на beauty-профессионалов?",Сотрудничество_и_реклама
"У вас на сайте написано, что ставка по вкладу «до 16% годовых». Пытаюсь открыть в приложении — максимум что вижу 13,5%. Где разница? Это только для новых клиентов? Или нужна какая-то промокарта или специальные условия? Хочу получить максимально выгодную ставку — подскажите как.",Вклады_и_инвестиции
После смены пароля не приходит письмо с подтверждением. Проверил спам — тоже пусто. Аккаунт сейчас недоступен.,Гейминг_и_донат
могу ли я иметь два ИИС одновременно,Вклады_и_инвестиции
можно ли закрыть вклад и сразу открыть новый на лучших условиях,Вклады_и_инвестиции
когда заканчивается срок моего вклада,Вклады_и_инвестиции
что такое купонный доход по облигациям,Вклады_и_инвестиции
Настоящим выражаю претензию по поводу качества оказанной услуги. Прошу рассмотреть данное обращение в установленные законом сроки.,Качество_товара_или_услуги
когда придут дивиденды по акциям Газпрома на мой брокерский счёт?,Вклады_и_инвестиции
могу ли я открыть вклад онлайн без посещения отделения?,Вклады_и_инвестиции
Ваша цена за рекламу?,Сотрудничество_и_реклама
Привет. Мы делаем натуральные средства для волос. Хотим предложить вашим читательницам тест-драйв нашей продукции — бесплатные наборы первым 50 заявкам. Взамен просим небольшой рекламный пост. Это будет честно и полезно для аудитории. Интересно?,Сотрудничество_и_реклама
"Скажите, пожалуйста, это вообще нормально — купить новый телефон, а динамик уже хрипит? Как это возможно?",Качество_товара_или_услуги
Ищем площадку для продвижения,Сотрудничество_и_реклама
"У нас ипотека оформлена в 2019 году, ставка 12.5%, сейчас предлагают ниже, стоит ли рефинансировать?",Кредиты_и_ипотеки
"Ситуация такая: взяла кредит на отпуск год назад, переплачиваю огромные суммы, хочу закрыть досрочно, но менеджер говорит что выгоды нет. Это правда?",Кредиты_и_ипотеки
"Хотим у вас рекламироваться. Мы онлайн-сервис для поиска репетиторов. Скажите, куда отправить предложение о сотрудничестве и к кому обратиться.",Сотрудничество_и_реклама
Перестало работать сразу,Качество_товара_или_услуги
Детская одежда вашего бренда полиняла после первой стирки при 30 градусах. Белая футболка стала розовой от красных носков.,Качество_товара_или_услуги
"Добрый день, подскажите пожалуйста. Я работаю в IT-компании, зарплата в долларах приходит на ваш счёт в рублях по курсу конвертации. Хочу часть сбережений хранить в валюте. Есть ли у вас долларовые или юаневые вклады? И какая там ставка? Слышал, что валютные вклады сейчас почти не дают процентов — это так?",Вклады_и_инвестиции
Здравствуйте! Мы небольшая IT-компания и хотим стать вашим технологическим партнёром. Готовы предложить разработку или доработку функционала вашего сайта в обмен на рекламное размещение. Это интересно вам?,Сотрудничество_и_реклама
"Уважаемая служба поддержки, в январе текущего года мной был открыт индивидуальный инвестиционный счёт типа А. Согласно действующему налоговому законодательству, я имею право на получение налогового вычета в размере 13% от внесённой суммы. Прошу уточнить: какие документы необходимо предоставить в налоговую инспекцию и может ли банк самостоятельно направить справку 2-НДФЛ в ФНС в электронном виде?",Вклады_и_инвестиции
В связи с выявленными недостатками в выполненных работах прошу направить специалиста для оценки и устранения дефектов.,Качество_товара_или_услуги
"Хочу оформить кредит на лечение, это потребительский или есть отдельный продукт?",Кредиты_и_ипотеки
"В общем, взял подписку на ваш сервис музыки, а качество звука даже на максималках — как из банки. Это фейл.",Качество_товара_или_услуги
"Добрый день. Мы организуем культурные события и фестивали. Ищем информационных партнёров, которые помогут с освещением мероприятий в обмен на аккредитацию, билеты и упоминание в наших материалах. Интересно ли вам такое взаимодействие?",Сотрудничество_и_реклама
Доброго времени суток. Хотела бы получить консультацию по гарантийному случаю — телевизор мигает экраном.,Качество_товара_или_услуги
Явный заводской брак,Качество_товара_или_услуги
хочу взять кредит,Кредиты_и_ипотеки
"Добрый день! Запускаем сервис психологической помощи онлайн. Тема чувствительная, поэтому нам важно правильное позиционирование. Ищем площадки с вдумчивой аудиторией, которой важна тема ментального здоровья. Можем ли мы обсудить формат нативной интеграции или спонсорства тематического контента?",Сотрудничество_и_реклама
"Ваш сервис — полное разочарование. Оплатил доступ к онлайн-тренировкам, половина видео в HD недоступна. Зачем я платил?",Качество_товара_или_услуги
Добрый день. Я работаю за рубежом и являюсь налоговым нерезидентом России. Могу ли я открыть вклад в вашем банке? Какие документы для этого нужны и есть ли какие-то ограничения по суммам или валюте? И отличается ли ставка для нерезидентов от ставки для граждан РФ?,Вклады_и_инвестиции
"Это уже полный беспредел. Я плачу за подписку каждый месяц, а серверы работают через раз. Сегодня опять вылетел с рейтингового матча, потерял очки — и это за мои деньги?! Хочу компенсацию за нестабильную работу сервиса!",Гейминг_и_донат
можно ли переоформить вклад на другого человека,Вклады_и_инвестиции
"ставко по депозиту изменилась без моего ведома, это законно??",Вклады_и_инвестиции
проценты когда начисляются,Вклады_и_инвестиции
не могу найти в приложении где посмотреть остаток долга по ипотеке,Кредиты_и_ипотеки
Можно ли подать заявку на ипотеку если я нахожусь за рубежом?,Кредиты_и_ипотеки
Привет! Мы запускаем сервис для удалённых команд — инструмент для планирования и коммуникации. Целевая аудитория — руководители и HR-специалисты компаний с удалёнными сотрудниками. Как лучше всего выйти на эту аудиторию через вашу платформу?,Сотрудничество_и_реклама
инвестиционный продукт выбрать,Вклады_и_инвестиции
можно ли купить паи ПИФа онлайн,Вклады_и_инвестиции
Вылет при старте,Гейминг_и_донат
"Скажите, какая у вас минимальная ставка по ипотеке на вторичное жильё прямо сейчас?",Кредиты_и_ипотеки
купил кейс за 150 рублей а он пустой??? это вообще нормально??? чтоли забыли туда предмет положить или это развод,Гейминг_и_донат
"Мне предлагают рефинансирование с кешбэком, это реально выгодно или маркетинг?",Кредиты_и_ипотеки
Привет подскажите как стать партнёром у вас нет понятной инфы на сайте уже час ищу,Сотрудничество_и_реклама
"Здравствуйте. Я являюсь давним пользователем вашего сервиса и хотел бы сообщить о систематической проблеме. На протяжении последних двух недель ежедневно в период с 20:00 до 23:00 наблюдаются значительные задержки в игровом процессе. Пинг возрастает с обычных 30 мс до 300-500 мс, что делает игру невозможной. Прошу проверить состояние серверной инфраструктуры.",Гейминг_и_донат
"Взял кредит год назад, хочу рефинансировать в другом банке по более низкой ставке, как получить справку об остатке долга?",Кредиты_и_ипотеки
"Мы небольшой книжный магазин, работаем уже 10 лет. В последнее время конкурируем с большими сетями и хотим привлечь новых читателей через интернет. Думаем о рекламе у вас, потому что видим, что у вас читающая, думающая аудитория. Есть ли у вас специальные условия для небольших культурных проектов?",Сотрудничество_и_реклама
почему сумма основного долга уменьшается так медленно при аннуитете,Кредиты_и_ипотеки
"Добрый день. Представляю федеральную сеть автошкол. В связи с изменениями в законодательстве о вождении мы ожидаем рост спроса и хотим заранее нарастить узнаваемость. Интересует размещение рекламных материалов и, возможно, создание полезного контента для начинающих водителей совместно с вашей редакцией.",Сотрудничество_и_реклама
акции купить начинающему,Вклады_и_инвестиции
"Здравствуйте. Мы разрабатываем CRM-систему для малого бизнеса. Продукт уже готов, есть пробный период. Хотим привлечь первых пользователей через рекламу на вашей платформе. Аудитория — предприниматели и руководители небольших компаний. Как можно начать сотрудничество?",Сотрудничество_и_реклама
"Взял потребительский кредит в прошлом году, хочу объединить его с ипотекой в один платёж.",Кредиты_и_ипотеки
накопительное страхование жизни,Вклады_и_инвестиции
как настроить автопополнение вклада,Вклады_и_инвестиции
"Слышал про IT-ипотеку под льготную ставку, я работаю в аккредитованной IT-компании, как подать заявку?",Кредиты_и_ипотеки
как посмотреть историю начисления процентов по депозиту?,Вклады_и_инвестиции
"Добрый день! Мы молодожёны, нам по 25 лет. Оба официально работаем уже три года, суммарный доход около 120 тысяч рублей в месяц. Хотим взять квартиру в ипотеку в новостройке, накопили на первый взнос 15% от стоимости. Не знаем с чего начать: нужно ли сначала выбрать квартиру или сначала получить одобрение банка? И стоит ли сначала подать заявку к вам?",Кредиты_и_ипотеки
подать заявку онлайн,Кредиты_и_ипотеки
"Купил конструктор для ребёнка. Детали не стыкуются — зазоры большие, постройки разваливаются. Производство явно с нарушениями допусков.",Качество_товара_или_услуги
Хочу купить апартаменты в Москве под ипотеку. Чем это отличается от обычной квартиры юридически?,Кредиты_и_ипотеки
"Здравствуйте. Хотим организовать совместный вебинар: вы приглашаете свою аудиторию, мы предоставляем спикеров-экспертов в области инвестиций. Тема актуальная, аудитория получит реальную пользу. Как вам такой формат партнёрства?",Сотрудничество_и_реклама
"Не работает функция голосового чата в игре. Микрофон определяется системой, в других приложениях всё в порядке.",Гейминг_и_донат
"Здравствуйте. Хотела бы рассмотреть возможность консолидации всех моих кредитов. На данный момент у меня три обязательства: ипотека в вашем банке, автокредит в другом банке и потребительский кредит. Ежемесячно на выплаты уходит более 60% дохода. Есть ли у вас программа объединения нескольких кредитов в один с более низким суммарным платежом?",Кредиты_и_ипотеки
"Это провал полный. Ролики купил, подшипники хрустят с первого выезда. Новые же, не б/у! Хочу нормальный товар.",Качество_товара_или_услуги
"Хочу узнать, можно ли продать квартиру которая в ипотеке и купить другую тоже в ипотеку.",Кредиты_и_ипотеки
"типа беру ипотеку первый раз вообще не понимаю что к чему, можно кто нибудь объяснит?",Кредиты_и_ипотеки
долг по ипотеке,Кредиты_и_ипотеки
Заказал у вас натяжной потолок. Одна секция провисла буквально через две недели. Прошу гарантийный выезд.,Качество_товара_или_услуги
"у меня накапительный счот, почему проценты не пришли в этом месяце???",Вклады_и_инвестиции
"Помогите разобраться с графиком платежей, непонятно почему сумма основного долга почти не уменьшается.",Кредиты_и_ипотеки
Бан без причины,Гейминг_и_донат
Ошибка при входе,Гейминг_и_донат
Здравствуйте! Хотели бы разместить нативный рекламный материал в вашем блоге. Как это организовать?,Сотрудничество_и_реклама
"У меня уже есть ипотека, могу ли я взять ещё одну на второй объект недвижимости?",Кредиты_и_ипотеки
Купил новые зимние шины у вас. После одного сезона на боковине появились трещины. Хранение по всем правилам.,Качество_товара_или_услуги
"Хотим предложить взаимный пиар: мы рекламируем вас в нашем канале на 50к подписчиков, вы нас — у себя.",Сотрудничество_и_реклама
Нативная реклама интересует,Сотрудничество_и_реклама
"Выдали не тот предмет из лутбокса. Судя по описанию, шанс выпадения нужного был 80%, но мне дали более редкий дешёвый предмет.",Гейминг_и_донат
"Мне 19 лет, начал работать, получаю первую нормальную зарплату. Хочу откладывать по 10-15 тысяч рублей в месяц. Читал разные статьи — одни говорят вклад в банке, другие говорят ИИС и акции. Помогите разобраться: если горизонт инвестирования 10+ лет, что выгоднее? И безопасно ли доверять такую сумму фондовому рынку в нынешней ситуации?",Вклады_и_инвестиции
Как подать на банкротство если есть ипотека? Потеряю ли квартиру?,Кредиты_и_ипотеки
Во время обновления клиента игра скачала какой-то дополнительный файл на 15 ГБ. Это нормально? Места на диске почти не осталось.,Гейминг_и_донат
Ваша пиццерия привезла пиццу с непропечённым тестом. Это не просто невкусно — это потенциально небезопасно.,Качество_товара_или_услуги
При оформлении кредита меня заставили открыть платный счёт. Это обязательно?,Кредиты_и_ипотеки
кредит без официального дохода,Кредиты_и_ипотеки
"Эй, купил у вас джойстик, он просто не определяется на PC вообще. Дрова ставил, всё перепробовал — не работает. Брак.",Качество_товара_или_услуги
"Уважаемая служба поддержки, прошу предоставить полный расчёт переплаты по действующему ипотечному кредиту, включая суммы начисленных процентов помесячно с момента заключения договора и до предполагаемой даты полного погашения. Данные необходимы для анализа целесообразности досрочного погашения.",Кредиты_и_ипотеки
"У меня срочный вопрос. Я пытаюсь вывести деньги с вклада на другой счёт уже два дня, но система выдаёт ошибку. Сумма 240 000 рублей. Вклад уже закрылся автоматически. Куда делись деньги и как их получить?",Вклады_и_инвестиции
хочу закрыть займ досрочно,Кредиты_и_ипотеки
снять накопления сейчас,Вклады_и_инвестиции
"интересует накопительный счёт, какая у вас доходность?",Вклады_и_инвестиции
"Ваши витаминные батончики содержат сахар на первом месте в составе, хотя на упаковке написано «без сахара». Это вводит в заблуждение.",Качество_товара_или_услуги
ошибка при пополнении,Гейминг_и_донат
зачем страховка по кредиту,Кредиты_и_ипотеки
"хочу перейти от депозита к акциям, насколько это рискованно?",Вклады_и_инвестиции
"Добрый день. У меня к вам нестандартный запрос. Я получаю зарплату в долларах (работаю на иностранную компанию удалённо), деньги поступают на счёт в SWIFT. Хочу часть сохранить в валюте, часть конвертировать в рубли и положить на вклад. Подскажите: есть ли у вас валютные накопительные счета? Каковы условия по конвертации — по какому курсу и есть ли комиссия? И насколько вообще сейчас безопасно держать доллары на счету в российском банке?",Вклады_и_инвестиции
налог с процентов по вкладу 2024,Вклады_и_инвестиции
Продукт оказался нерабочим,Качество_товара_или_услуги
"Купил велотренажёр, при сборке обнаружил, что одна педаль с трещиной. Эксплуатация опасна, прошу замены детали или тренажёра.",Качество_товара_или_услуги
"Обновление сломало мою любимую сборку персонажа. Нерф был неожиданным, нигде не анонсировался. Верните старые параметры.",Гейминг_и_донат
Здравствуйте! Представляю национальный туристический оператор. Планируем масштабную рекламную кампанию на следующий сезон. Ищем несколько ключевых площадок для долгосрочного партнёрства. Готовы обсудить эксклюзивные условия. Прошу связаться с нами для начала переговоров.,Сотрудничество_и_реклама
нет денег платить ипотеку,Кредиты_и_ипотеки
"Здравствуйте. Хочу разместить 700 тысяч рублей. Рассматриваю два варианта: вклад с капитализацией процентов на 1 год под 14,5% или накопительный счёт под 13% с возможностью снятия. Не могу сам посчитать разницу с учётом капитализации. Помогите сравнить реальную итоговую сумму через год для обоих вариантов?",Вклады_и_инвестиции
как выгоднее хранить деньги — на вкладе или накопительном счёте?,Вклады_и_инвестиции
Промокод не применяется,Гейминг_и_донат
"Газонокосилка вашего бренда не заводится уже на второй сезон, хотя хранилась по инструкции. Ресурс явно занижен.",Качество_товара_или_услуги
"Уважаемые коллеги! Наша организация занимается проведением образовательных конференций и форумов в сфере информационных технологий. В следующем году мы планируем провести крупное мероприятие с ожидаемой аудиторией более пяти тысяч участников. Мы рассматриваем вашу компанию в качестве потенциального генерального медиапартнёра. Данное партнёрство предполагает взаимное продвижение, размещение логотипа и упоминание бренда во всех рекламных материалах конференции, а также предоставление представителям вашей компании бесплатных билетов. Просим рассмотреть данное предложение и выйти с нами на связь для обсуждения деталей.",Сотрудничество_и_реклама
Чар удалён непонятно,Гейминг_и_донат
"Прошу провести официальную экспертизу качества товара, поскольку имеющиеся дефекты, по моему мнению, носят производственный характер.",Качество_товара_или_услуги
Заказала маникюр у вашего мастера. Уже на следующий день гель-лак начал отслаиваться на двух ногтях.,Качество_товара_или_услуги
"Купил боевой пропуск сезона, но награды за уровни не выдаются. Уже набрал 15 уровень, а ящики не открываются.",Гейминг_и_донат
когда придут проценты по моему депозиту?,Вклады_и_инвестиции
"хочу купить ОФЗ через ваш банк, как это сделать?",Вклады_и_инвестиции
кредит наличными срочно,Кредиты_и_ипотеки
"Сообщаю о систематических нарушениях качества предоставляемой услуги интернет-доступа, зафиксированных в периоды с указанными датами.",Качество_товара_или_услуги
"Добрый день! Я являюсь вашим клиентом уже более пяти лет и всегда размещал крупные суммы на депозитах. В прошлом месяце истёк срок моего трёхлетнего вклада, и банк автоматически пролонгировал его на новых условиях — ставка оказалась существенно ниже той, что была при открытии. Я не получил никакого уведомления об изменении условий. Прошу разобраться в ситуации и при необходимости расторгнуть договор без потери начисленных процентов.",Вклады_и_инвестиции
